id,labels,nombre,categoria,marca,precio_unitario,local_importado
892,Producto,Street Apple,Electrónica,Apple,1662.11,True
893,Producto,Matter Nestlé,Alimentos,Nestlé,37.23,False
894,Producto,Against Reebok,Deportes,Reebok,123.37,False
895,Producto,Force Adidas,Deportes,Adidas,203.98,False
896,Producto,Dinner Puma,Deportes,Puma,192.19,True
897,Producto,Identify Kellogg's,Alimentos,Kellogg's,19.64,False
898,Producto,Full Black+Decker,Hogar,Black+Decker,47.93,False
899,Producto,Almost Goodyear,Automotriz,Goodyear,365.31,False
900,Producto,Easy Goodyear,Automotriz,Goodyear,243.98,False
901,Producto,Through Adidas,Deportes,Adidas,289.49,True
902,Producto,Magazine Bridgestone,Automotriz,Bridgestone,513.55,False
903,Producto,Western Samsung,Electrónica,Samsung,1940.41,False
904,Producto,For Reebok,Deportes,Reebok,55.48,True
905,Producto,Century Xiaomi,Electrónica,Xiaomi,1476.07,True
906,Producto,Itself Samsung,Electrónica,Samsung,380.96,False
907,Producto,Significant Puma,Deportes,Puma,225.26,True
908,Producto,Institution Hamilton Beach,Hogar,Hamilton Beach,105.37,False
909,Producto,Cause Castrol,Automotriz,Castrol,441.41,False
910,Producto,Sea Hamilton Beach,Hogar,Hamilton Beach,95.83,False
911,Producto,Executive Kellogg's,Alimentos,Kellogg's,16.23,True
912,Producto,Campaign Kellogg's,Alimentos,Kellogg's,26.29,False
913,Producto,Dark Apple,Electrónica,Apple,1161.51,False
914,Producto,Task Kellogg's,Alimentos,Kellogg's,40.46,False
915,Producto,Nothing Nike,Deportes,Nike,203.11,False
916,Producto,Particularly Black+Decker,Hogar,Black+Decker,442.39,False
917,Producto,Student Michelin,Automotriz,Michelin,416.94,True
918,Producto,Say Castrol,Automotriz,Castrol,570.04,False
919,Producto,Low Oster,Hogar,Oster,400.75,True
920,Producto,Question Samsung,Electrónica,Samsung,1828.76,True
921,Producto,Human Adidas,Deportes,Adidas,108.91,True
922,Producto,Real Unilever,Alimentos,Unilever,13.23,False
923,Producto,Production PepsiCo,Alimentos,PepsiCo,36.16,False
924,Producto,Sea Reebok,Deportes,Reebok,205.65,True
925,Producto,Hospital Michelin,Automotriz,Michelin,267.48,True
926,Producto,Third Adidas,Deportes,Adidas,225.83,True
927,Producto,American Puma,Deportes,Puma,76.07,False
928,Producto,Across Adidas,Deportes,Adidas,196.92,False
929,Producto,Finally Nestlé,Alimentos,Nestlé,22.8,False
930,Producto,Should Nestlé,Alimentos,Nestlé,8.39,False
931,Producto,Good Nike,Deportes,Nike,85.83,True
932,Producto,Ever T-Fal,Hogar,T-Fal,31.43,True
933,Producto,When Kellogg's,Alimentos,Kellogg's,25.39,False
934,Producto,Better Reebok,Deportes,Reebok,191.58,False
935,Producto,Seem PepsiCo,Alimentos,PepsiCo,44.48,False
936,Producto,Sound Puma,Deportes,Puma,268.34,True
937,Producto,Campaign Unilever,Alimentos,Unilever,25.88,True
938,Producto,Cause Nike,Deportes,Nike,150.67,False
939,Producto,Meeting Apple,Electrónica,Apple,440.98,False
940,Producto,Decision Kellogg's,Alimentos,Kellogg's,45.88,True
941,Producto,Purpose LG,Electrónica,LG,695.81,True
942,Producto,Idea Michelin,Automotriz,Michelin,406.94,False
943,Producto,Most Michelin,Automotriz,Michelin,305.77,True
944,Producto,Else Oster,Hogar,Oster,483.87,False
945,Producto,Itself Apple,Electrónica,Apple,1412.06,False
946,Producto,Question PepsiCo,Alimentos,PepsiCo,44.08,False
947,Producto,Former Goodyear,Automotriz,Goodyear,631.79,True
948,Producto,Never Kellogg's,Alimentos,Kellogg's,27.12,True
949,Producto,Soon Bridgestone,Automotriz,Bridgestone,726.51,True
950,Producto,Must Samsung,Electrónica,Samsung,254.2,False
951,Producto,Factor Michelin,Automotriz,Michelin,623.72,True
952,Producto,Region Nike,Deportes,Nike,207.79,False
953,Producto,Stop Hamilton Beach,Hogar,Hamilton Beach,491.39,False
954,Producto,Training Puma,Deportes,Puma,160.06,True
955,Producto,Item Oster,Hogar,Oster,303.3,True
956,Producto,Public Puma,Deportes,Puma,204.49,False
957,Producto,Certainly Oster,Hogar,Oster,220.19,False
958,Producto,Security Apple,Electrónica,Apple,992.46,False
959,Producto,Remain Bridgestone,Automotriz,Bridgestone,131.64,True
960,Producto,We Castrol,Automotriz,Castrol,328.57,True
961,Producto,Sort Apple,Electrónica,Apple,1232.27,False
962,Producto,Once Unilever,Alimentos,Unilever,42.8,False
963,Producto,Different Samsung,Electrónica,Samsung,1397.28,True
964,Producto,Our Adidas,Deportes,Adidas,203.7,False
965,Producto,Create Unilever,Alimentos,Unilever,7.65,True
966,Producto,Talk Xiaomi,Electrónica,Xiaomi,113.64,False
967,Producto,Page Reebok,Deportes,Reebok,15.75,True
968,Producto,Firm T-Fal,Hogar,T-Fal,293.57,True
969,Producto,Do T-Fal,Hogar,T-Fal,316.98,True
970,Producto,Floor Oster,Hogar,Oster,398.5,True
971,Producto,Subject Sony,Electrónica,Sony,1464.0,False
972,Producto,Next Kellogg's,Alimentos,Kellogg's,15.7,True
973,Producto,Dinner LG,Electrónica,LG,1192.33,True
974,Producto,Face Goodyear,Automotriz,Goodyear,75.34,True
975,Producto,Listen Goodyear,Automotriz,Goodyear,490.19,False
976,Producto,Safe Hamilton Beach,Hogar,Hamilton Beach,52.7,False
977,Producto,It Hamilton Beach,Hogar,Hamilton Beach,256.65,False
978,Producto,Security Xiaomi,Electrónica,Xiaomi,1536.01,True
979,Producto,Front Nike,Deportes,Nike,82.62,True
980,Producto,Everyone Puma,Deportes,Puma,193.97,True
981,Producto,Produce Castrol,Automotriz,Castrol,242.72,True
982,Producto,Space Puma,Deportes,Puma,208.68,True
983,Producto,Treatment Puma,Deportes,Puma,153.94,False
984,Producto,Particular T-Fal,Hogar,T-Fal,498.61,True
985,Producto,Painting Nestlé,Alimentos,Nestlé,23.34,True
986,Producto,Program Black+Decker,Hogar,Black+Decker,55.87,True
987,Producto,Several Adidas,Deportes,Adidas,246.23,False
988,Producto,Possible Nike,Deportes,Nike,244.95,False
989,Producto,Suggest Hamilton Beach,Hogar,Hamilton Beach,344.81,False
990,Producto,Church Xiaomi,Electrónica,Xiaomi,1081.34,False
991,Producto,Bill T-Fal,Hogar,T-Fal,320.65,True
992,Producto,Anything Puma,Deportes,Puma,254.64,True
993,Producto,Whatever PepsiCo,Alimentos,PepsiCo,14.84,False
994,Producto,Move Sony,Electrónica,Sony,833.98,False
995,Producto,Yard Samsung,Electrónica,Samsung,1746.58,True
996,Producto,Positive Puma,Deportes,Puma,295.04,True
997,Producto,Direction Apple,Electrónica,Apple,793.3,False
998,Producto,Should Hamilton Beach,Hogar,Hamilton Beach,327.15,True
999,Producto,Sometimes LG,Electrónica,LG,1100.66,False
1000,Producto,Well Puma,Deportes,Puma,186.39,False
1001,Producto,Be Apple,Electrónica,Apple,1196.45,False
1002,Producto,Officer Unilever,Alimentos,Unilever,44.11,True
1003,Producto,Anything Castrol,Automotriz,Castrol,609.29,True
1004,Producto,Their Nestlé,Alimentos,Nestlé,44.73,False
1005,Producto,Chance PepsiCo,Alimentos,PepsiCo,15.4,True
1006,Producto,Large Castrol,Automotriz,Castrol,310.47,True
1007,Producto,Shoulder Oster,Hogar,Oster,439.24,False
1008,Producto,Success Puma,Deportes,Puma,236.65,False
1009,Producto,Later Samsung,Electrónica,Samsung,1752.39,True
1010,Producto,Street Goodyear,Automotriz,Goodyear,179.96,True
1011,Producto,Responsibility Samsung,Electrónica,Samsung,1220.29,False
1012,Producto,Executive Kellogg's,Alimentos,Kellogg's,5.93,True
1013,Producto,Imagine LG,Electrónica,LG,160.68,True
1014,Producto,Fear Xiaomi,Electrónica,Xiaomi,1209.43,False
1015,Producto,Couple Reebok,Deportes,Reebok,166.49,True
1016,Producto,Hold Bridgestone,Automotriz,Bridgestone,583.45,False
1017,Producto,Health Nike,Deportes,Nike,96.93,False
1018,Producto,Address Reebok,Deportes,Reebok,214.7,False
1019,Producto,Young Nike,Deportes,Nike,110.28,False
1020,Producto,Different Hamilton Beach,Hogar,Hamilton Beach,311.96,False
1021,Producto,Suffer Apple,Electrónica,Apple,1507.41,False
1022,Producto,Who Oster,Hogar,Oster,389.91,False
1023,Producto,Effect PepsiCo,Alimentos,PepsiCo,3.54,False
1024,Producto,Too LG,Electrónica,LG,1930.64,True
1025,Producto,Thousand Adidas,Deportes,Adidas,173.63,False
1026,Producto,Word Castrol,Automotriz,Castrol,303.14,False
1027,Producto,Today Sony,Electrónica,Sony,809.36,False
1028,Producto,Large Unilever,Alimentos,Unilever,10.91,False
1029,Producto,Recognize Puma,Deportes,Puma,101.25,False
1030,Producto,Assume Michelin,Automotriz,Michelin,571.23,True
1031,Producto,Challenge Hamilton Beach,Hogar,Hamilton Beach,175.61,True
1032,Producto,Candidate T-Fal,Hogar,T-Fal,68.14,False
1033,Producto,Stuff Kellogg's,Alimentos,Kellogg's,19.8,True
1034,Producto,Value Kellogg's,Alimentos,Kellogg's,8.4,False
1035,Producto,Well Adidas,Deportes,Adidas,47.85,True
1036,Producto,Girl Black+Decker,Hogar,Black+Decker,85.14,True
1037,Producto,Best Puma,Deportes,Puma,240.13,False
1038,Producto,Site Oster,Hogar,Oster,262.95,True
1039,Producto,Yeah Samsung,Electrónica,Samsung,498.88,False
1040,Producto,Person Puma,Deportes,Puma,277.7,True
1041,Producto,Matter LG,Electrónica,LG,719.66,False
1042,Producto,Cause Samsung,Electrónica,Samsung,1084.46,True
1043,Producto,Second Nestlé,Alimentos,Nestlé,40.04,False
1044,Producto,Community Michelin,Automotriz,Michelin,525.02,False
1045,Producto,Including LG,Electrónica,LG,1032.03,True
1046,Producto,Just PepsiCo,Alimentos,PepsiCo,27.45,True
1047,Producto,Garden Castrol,Automotriz,Castrol,329.75,False
1048,Producto,Artist Adidas,Deportes,Adidas,195.66,False
1049,Producto,Traditional Adidas,Deportes,Adidas,85.62,True
1050,Producto,With Kellogg's,Alimentos,Kellogg's,34.86,True
1051,Producto,What Apple,Electrónica,Apple,1023.24,True
1052,Producto,Rest Castrol,Automotriz,Castrol,683.17,True
1053,Producto,Coach Castrol,Automotriz,Castrol,313.48,False
1054,Producto,Attention Kellogg's,Alimentos,Kellogg's,6.21,False
1055,Producto,Detail Nestlé,Alimentos,Nestlé,19.21,True
1056,Producto,Drug Adidas,Deportes,Adidas,287.25,False
1057,Producto,All PepsiCo,Alimentos,PepsiCo,32.75,True
1058,Producto,Remain Castrol,Automotriz,Castrol,575.95,False
1059,Producto,Feeling Nestlé,Alimentos,Nestlé,12.58,True
1060,Producto,Learn Reebok,Deportes,Reebok,110.97,False
1061,Producto,Risk Michelin,Automotriz,Michelin,798.83,True
1062,Producto,Race T-Fal,Hogar,T-Fal,346.89,False
1063,Producto,Environmental Oster,Hogar,Oster,406.69,False
1064,Producto,Our Nike,Deportes,Nike,137.24,False
1065,Producto,Risk Adidas,Deportes,Adidas,168.18,True
1066,Producto,Stuff Samsung,Electrónica,Samsung,1160.8,True
1067,Producto,Include Unilever,Alimentos,Unilever,26.17,True
1068,Producto,Training Reebok,Deportes,Reebok,258.62,False
1069,Producto,Wrong Reebok,Deportes,Reebok,139.87,False
1070,Producto,Such PepsiCo,Alimentos,PepsiCo,11.88,False
1071,Producto,Themselves Black+Decker,Hogar,Black+Decker,24.73,True
1072,Producto,Room Puma,Deportes,Puma,154.59,False
1073,Producto,Choose PepsiCo,Alimentos,PepsiCo,29.83,False
1074,Producto,Ground Apple,Electrónica,Apple,1701.11,False
1075,Producto,Party Puma,Deportes,Puma,183.76,True
1076,Producto,Painting Adidas,Deportes,Adidas,200.85,True
1077,Producto,Less Black+Decker,Hogar,Black+Decker,383.54,False
1078,Producto,Our Reebok,Deportes,Reebok,277.78,True
1079,Producto,Organization Adidas,Deportes,Adidas,39.46,True
1080,Producto,Project Unilever,Alimentos,Unilever,40.44,False
1081,Producto,Set Adidas,Deportes,Adidas,130.58,True
1082,Producto,Wear Hamilton Beach,Hogar,Hamilton Beach,337.86,False
1083,Producto,Conference Xiaomi,Electrónica,Xiaomi,875.06,False
1084,Producto,Participant Nestlé,Alimentos,Nestlé,28.23,True
1085,Producto,Instead Samsung,Electrónica,Samsung,187.8,True
1086,Producto,Collection Adidas,Deportes,Adidas,137.12,False
1087,Producto,Identify Puma,Deportes,Puma,154.86,False
1088,Producto,Experience Reebok,Deportes,Reebok,135.17,True
1089,Producto,Security Oster,Hogar,Oster,379.06,False
1090,Producto,Operation Sony,Electrónica,Sony,1981.57,False
1091,Producto,Population Samsung,Electrónica,Samsung,123.22,True
1092,Producto,Debate T-Fal,Hogar,T-Fal,46.49,False
1093,Producto,Area PepsiCo,Alimentos,PepsiCo,42.73,False
1094,Producto,That Nestlé,Alimentos,Nestlé,47.27,False
1095,Producto,Public Oster,Hogar,Oster,353.14,True
1096,Producto,Establish Sony,Electrónica,Sony,412.39,False
1097,Producto,Country LG,Electrónica,LG,708.68,True
1098,Producto,While Nike,Deportes,Nike,223.44,True
1099,Producto,Ball Oster,Hogar,Oster,311.7,False
1100,Producto,Doctor Reebok,Deportes,Reebok,189.52,True
1101,Producto,Nation Hamilton Beach,Hogar,Hamilton Beach,220.74,False
1102,Producto,Likely T-Fal,Hogar,T-Fal,186.46,True
1103,Producto,Pay Adidas,Deportes,Adidas,225.35,True
1104,Producto,Smile Nike,Deportes,Nike,175.66,False
1105,Producto,News Castrol,Automotriz,Castrol,620.55,False
1106,Producto,Evidence Samsung,Electrónica,Samsung,1100.73,False
1107,Producto,Identify Xiaomi,Electrónica,Xiaomi,915.56,False
1108,Producto,Memory Sony,Electrónica,Sony,1435.32,True
1109,Producto,Whether Nestlé,Alimentos,Nestlé,7.55,False
1110,Producto,Unit Puma,Deportes,Puma,132.44,False
1111,Producto,Recent Apple,Electrónica,Apple,1332.32,True
1112,Producto,Deep LG,Electrónica,LG,581.22,False
1113,Producto,Better Puma,Deportes,Puma,115.77,True
1114,Producto,Wide Michelin,Automotriz,Michelin,491.21,True
1115,Producto,Along PepsiCo,Alimentos,PepsiCo,25.52,True
1116,Producto,Quite Adidas,Deportes,Adidas,225.21,False
1117,Producto,Need Bridgestone,Automotriz,Bridgestone,585.23,False
1118,Producto,Scientist Apple,Electrónica,Apple,452.33,True
1119,Producto,Seven Nike,Deportes,Nike,197.8,True
1120,Producto,Lead Puma,Deportes,Puma,59.08,False
1121,Producto,Amount Oster,Hogar,Oster,318.38,False
1122,Producto,Business Unilever,Alimentos,Unilever,47.47,True
1123,Producto,Glass Xiaomi,Electrónica,Xiaomi,1866.23,False
1124,Producto,Occur Castrol,Automotriz,Castrol,232.3,True
1125,Producto,Carry Kellogg's,Alimentos,Kellogg's,46.88,False
1126,Producto,Relationship PepsiCo,Alimentos,PepsiCo,9.62,False
1127,Producto,Cultural Hamilton Beach,Hogar,Hamilton Beach,487.42,False
1128,Producto,Mouth LG,Electrónica,LG,164.99,True
1129,Producto,Establish T-Fal,Hogar,T-Fal,335.57,True
1130,Producto,Reduce Nestlé,Alimentos,Nestlé,43.35,True
1131,Producto,Rest T-Fal,Hogar,T-Fal,464.66,True
1132,Producto,Write Unilever,Alimentos,Unilever,29.21,False
1133,Producto,Tonight Samsung,Electrónica,Samsung,602.95,True
1134,Producto,Low Nike,Deportes,Nike,76.4,True
1135,Producto,Matter T-Fal,Hogar,T-Fal,304.21,False
1136,Producto,Including Kellogg's,Alimentos,Kellogg's,37.48,True
1137,Producto,Artist LG,Electrónica,LG,1792.43,True
1138,Producto,Dark Sony,Electrónica,Sony,824.2,False
1139,Producto,Recent LG,Electrónica,LG,317.63,False
1140,Producto,Really Nestlé,Alimentos,Nestlé,16.63,True
1141,Producto,Heavy Nike,Deportes,Nike,96.43,True
1142,Producto,Many Kellogg's,Alimentos,Kellogg's,14.84,False
1143,Producto,Maintain PepsiCo,Alimentos,PepsiCo,4.49,True
1144,Producto,Attention PepsiCo,Alimentos,PepsiCo,42.76,True
1145,Producto,Responsibility Reebok,Deportes,Reebok,125.59,True
1146,Producto,Ten Sony,Electrónica,Sony,362.81,True
1147,Producto,Fine Sony,Electrónica,Sony,1175.88,False
1148,Producto,Onto Castrol,Automotriz,Castrol,241.25,True
1149,Producto,Section Oster,Hogar,Oster,491.28,False
1150,Producto,Camera Samsung,Electrónica,Samsung,463.14,False
1151,Producto,Whom LG,Electrónica,LG,446.39,False
1152,Producto,Democrat Black+Decker,Hogar,Black+Decker,37.89,False
1153,Producto,Factor Puma,Deportes,Puma,179.59,False
1154,Producto,Measure Apple,Electrónica,Apple,1247.42,True
1155,Producto,Anyone Black+Decker,Hogar,Black+Decker,387.29,False
1156,Producto,Energy PepsiCo,Alimentos,PepsiCo,43.59,True
1157,Producto,Fine Apple,Electrónica,Apple,1001.16,True
1158,Producto,Article Bridgestone,Automotriz,Bridgestone,673.87,True
1159,Producto,Stand Puma,Deportes,Puma,112.38,True
1160,Producto,Speak T-Fal,Hogar,T-Fal,53.0,False
1161,Producto,Three Samsung,Electrónica,Samsung,162.47,False
1162,Producto,Million Black+Decker,Hogar,Black+Decker,323.5,True
1163,Producto,Blood Kellogg's,Alimentos,Kellogg's,2.58,False
1164,Producto,Protect Kellogg's,Alimentos,Kellogg's,24.77,True
1165,Producto,Day Bridgestone,Automotriz,Bridgestone,131.07,False
1166,Producto,Wonder Reebok,Deportes,Reebok,227.28,True
1167,Producto,Suddenly T-Fal,Hogar,T-Fal,55.86,True
1168,Producto,Sure Bridgestone,Automotriz,Bridgestone,380.15,False
1169,Producto,Nor Goodyear,Automotriz,Goodyear,319.47,False
1170,Producto,What Reebok,Deportes,Reebok,31.73,True
1171,Producto,Expect PepsiCo,Alimentos,PepsiCo,4.25,True
1172,Producto,Coach Nike,Deportes,Nike,185.38,True
1173,Producto,Sense Puma,Deportes,Puma,169.61,False
1174,Producto,Scene Goodyear,Automotriz,Goodyear,446.0,False
1175,Producto,Magazine Oster,Hogar,Oster,456.58,False
1176,Producto,Thousand Oster,Hogar,Oster,118.78,True
1177,Producto,Method Kellogg's,Alimentos,Kellogg's,4.26,True
1178,Producto,Couple Samsung,Electrónica,Samsung,1479.27,True
1179,Producto,Issue Sony,Electrónica,Sony,793.0,False
1180,Producto,Able Reebok,Deportes,Reebok,135.45,False
1181,Producto,Receive Goodyear,Automotriz,Goodyear,221.0,False
1182,Producto,Himself Michelin,Automotriz,Michelin,401.65,True
1183,Producto,Nothing Black+Decker,Hogar,Black+Decker,314.18,True
1184,Producto,Enough Nike,Deportes,Nike,212.9,False
1185,Producto,Foreign Michelin,Automotriz,Michelin,452.52,False
1186,Producto,Heart Xiaomi,Electrónica,Xiaomi,1715.93,False
1187,Producto,Fire Nike,Deportes,Nike,15.72,False
1188,Producto,Order T-Fal,Hogar,T-Fal,423.59,False
1189,Producto,System Apple,Electrónica,Apple,1636.67,False
1190,Producto,Life Hamilton Beach,Hogar,Hamilton Beach,155.63,True
1191,Producto,Campaign Reebok,Deportes,Reebok,107.39,True
1192,Producto,Weight Nestlé,Alimentos,Nestlé,5.02,False
1193,Producto,Early Sony,Electrónica,Sony,1897.64,True
1194,Producto,Least Black+Decker,Hogar,Black+Decker,399.72,True
1195,Producto,Officer PepsiCo,Alimentos,PepsiCo,5.46,False
1196,Producto,Account Sony,Electrónica,Sony,182.99,False
1197,Producto,Capital T-Fal,Hogar,T-Fal,86.87,True
1198,Producto,Meeting Unilever,Alimentos,Unilever,48.36,True
1199,Producto,Treatment Castrol,Automotriz,Castrol,90.95,False
1200,Producto,Assume Goodyear,Automotriz,Goodyear,554.12,True
1201,Producto,Hospital Kellogg's,Alimentos,Kellogg's,42.08,False
1202,Producto,Store Puma,Deportes,Puma,151.29,False
1203,Producto,Food Nestlé,Alimentos,Nestlé,9.62,False
1204,Producto,Reveal Goodyear,Automotriz,Goodyear,131.46,False
1205,Producto,Particular LG,Electrónica,LG,417.76,True
1206,Producto,Myself Apple,Electrónica,Apple,1845.94,True
1207,Producto,Choose Sony,Electrónica,Sony,1469.39,False
1208,Producto,Trouble PepsiCo,Alimentos,PepsiCo,20.69,True
1209,Producto,Yeah Castrol,Automotriz,Castrol,363.29,True
1210,Producto,Project Goodyear,Automotriz,Goodyear,543.37,True
1211,Producto,Interesting T-Fal,Hogar,T-Fal,439.49,False
1212,Producto,Sea Adidas,Deportes,Adidas,127.99,True
1213,Producto,Tax Nestlé,Alimentos,Nestlé,39.93,False
1214,Producto,Themselves Oster,Hogar,Oster,201.74,False
1215,Producto,Group Puma,Deportes,Puma,140.1,False
1216,Producto,Reduce Sony,Electrónica,Sony,824.67,True
1217,Producto,Budget Puma,Deportes,Puma,267.16,True
1218,Producto,Say Unilever,Alimentos,Unilever,45.55,False
1219,Producto,Himself Reebok,Deportes,Reebok,34.54,True
1220,Producto,Candidate Puma,Deportes,Puma,88.89,True
1221,Producto,Its Sony,Electrónica,Sony,1201.6,False
1222,Producto,East Sony,Electrónica,Sony,500.07,False
1223,Producto,By Nestlé,Alimentos,Nestlé,1.78,True
1224,Producto,Piece Goodyear,Automotriz,Goodyear,600.92,True
1225,Producto,Decide Michelin,Automotriz,Michelin,693.77,False
1226,Producto,Respond Kellogg's,Alimentos,Kellogg's,5.42,True
1227,Producto,Final Bridgestone,Automotriz,Bridgestone,92.75,True
1228,Producto,Team Kellogg's,Alimentos,Kellogg's,41.2,False
1229,Producto,Check T-Fal,Hogar,T-Fal,222.58,False
1230,Producto,Girl Reebok,Deportes,Reebok,220.32,True
1231,Producto,My Puma,Deportes,Puma,68.86,True
1232,Producto,Wrong PepsiCo,Alimentos,PepsiCo,14.24,True
1233,Producto,East PepsiCo,Alimentos,PepsiCo,24.13,False
1234,Producto,Nation Michelin,Automotriz,Michelin,429.14,False
1235,Producto,Standard Sony,Electrónica,Sony,1605.14,True
1236,Producto,Official Reebok,Deportes,Reebok,283.9,True
1237,Producto,Use Black+Decker,Hogar,Black+Decker,337.62,True
1238,Producto,That Bridgestone,Automotriz,Bridgestone,102.6,True
1239,Producto,Nor Apple,Electrónica,Apple,1178.06,True
1240,Producto,Common Sony,Electrónica,Sony,1202.88,False
1241,Producto,But Unilever,Alimentos,Unilever,45.55,True
1242,Producto,Road Reebok,Deportes,Reebok,173.7,True
1243,Producto,Compare Adidas,Deportes,Adidas,159.97,True
1244,Producto,Group Nike,Deportes,Nike,230.47,False
1245,Producto,American LG,Electrónica,LG,1250.93,True
1246,Producto,Series Nestlé,Alimentos,Nestlé,13.36,False
1247,Producto,Safe Samsung,Electrónica,Samsung,503.08,True
1248,Producto,Really Black+Decker,Hogar,Black+Decker,453.1,True
1249,Producto,Eight LG,Electrónica,LG,1820.47,True
1250,Producto,Effort Nestlé,Alimentos,Nestlé,34.76,True
1251,Producto,Condition Puma,Deportes,Puma,101.2,False
1252,Producto,Without Reebok,Deportes,Reebok,17.08,False
1253,Producto,Conference Nestlé,Alimentos,Nestlé,48.29,False
1254,Producto,Pass Xiaomi,Electrónica,Xiaomi,807.52,False
1255,Producto,Range Castrol,Automotriz,Castrol,299.17,False
1256,Producto,Interview Michelin,Automotriz,Michelin,148.17,True
1257,Producto,Instead Michelin,Automotriz,Michelin,356.72,True
1258,Producto,Test Adidas,Deportes,Adidas,243.1,True
1259,Producto,Million Unilever,Alimentos,Unilever,38.48,True
1260,Producto,Address Hamilton Beach,Hogar,Hamilton Beach,120.36,False
1261,Producto,Special Black+Decker,Hogar,Black+Decker,427.71,True
1262,Producto,Meet Nike,Deportes,Nike,132.78,True
1263,Producto,Late Xiaomi,Electrónica,Xiaomi,1154.56,True
1264,Producto,Study Unilever,Alimentos,Unilever,18.98,True
1265,Producto,Parent Apple,Electrónica,Apple,1264.75,False
1266,Producto,Impact Samsung,Electrónica,Samsung,553.05,False
1267,Producto,Church PepsiCo,Alimentos,PepsiCo,35.7,True
1268,Producto,Example Xiaomi,Electrónica,Xiaomi,1296.89,True
1269,Producto,Final Adidas,Deportes,Adidas,15.71,False
1270,Producto,Wish Nestlé,Alimentos,Nestlé,20.43,True
1271,Producto,Mean Hamilton Beach,Hogar,Hamilton Beach,396.12,True
1272,Producto,Method Puma,Deportes,Puma,23.58,True
1273,Producto,Range LG,Electrónica,LG,1205.89,True
1274,Producto,Race Nestlé,Alimentos,Nestlé,12.37,True
1275,Producto,Even Kellogg's,Alimentos,Kellogg's,26.49,False
1276,Producto,Spend Michelin,Automotriz,Michelin,472.22,False
1277,Producto,White Adidas,Deportes,Adidas,141.3,True
1278,Producto,I Nestlé,Alimentos,Nestlé,40.05,True
1279,Producto,Any Apple,Electrónica,Apple,1726.0,False
1280,Producto,Full Goodyear,Automotriz,Goodyear,196.4,False
1281,Producto,Color Black+Decker,Hogar,Black+Decker,390.18,True
1282,Producto,Husband Black+Decker,Hogar,Black+Decker,346.04,True
1283,Producto,Sound Castrol,Automotriz,Castrol,443.93,True
1284,Producto,Change Apple,Electrónica,Apple,1196.65,False
1285,Producto,Data PepsiCo,Alimentos,PepsiCo,32.1,True
1286,Producto,Charge Puma,Deportes,Puma,138.58,True
1287,Producto,Baby Unilever,Alimentos,Unilever,41.4,True
1288,Producto,Begin Sony,Electrónica,Sony,158.97,False
1289,Producto,Price Bridgestone,Automotriz,Bridgestone,110.87,True
1290,Producto,Degree LG,Electrónica,LG,1648.9,False
1291,Producto,Common Apple,Electrónica,Apple,1658.52,True
1292,Producto,Local LG,Electrónica,LG,1789.95,False
1293,Producto,Heavy LG,Electrónica,LG,1361.3,True
1294,Producto,Sense Puma,Deportes,Puma,160.12,False
1295,Producto,Statement PepsiCo,Alimentos,PepsiCo,42.22,False
1296,Producto,Above Nestlé,Alimentos,Nestlé,43.23,False
1297,Producto,After Nestlé,Alimentos,Nestlé,43.68,True
1298,Producto,Not Sony,Electrónica,Sony,1362.35,False
1299,Producto,Ability Goodyear,Automotriz,Goodyear,393.67,True
1300,Producto,Anything LG,Electrónica,LG,449.12,False
1301,Producto,Son Apple,Electrónica,Apple,436.52,True
1302,Producto,Speech T-Fal,Hogar,T-Fal,263.93,True
1303,Producto,Money Xiaomi,Electrónica,Xiaomi,1521.65,False
1304,Producto,Successful Oster,Hogar,Oster,233.38,True
1305,Producto,Matter Castrol,Automotriz,Castrol,681.53,True
1306,Producto,Say Samsung,Electrónica,Samsung,1910.49,True
1307,Producto,Stage Sony,Electrónica,Sony,575.6,False
1308,Producto,Read PepsiCo,Alimentos,PepsiCo,43.23,True
1309,Producto,Energy Xiaomi,Electrónica,Xiaomi,1926.23,True
1310,Producto,Director LG,Electrónica,LG,154.17,True
1311,Producto,Sort Castrol,Automotriz,Castrol,393.47,True
1312,Producto,Technology Bridgestone,Automotriz,Bridgestone,141.36,True
1313,Producto,Drive Xiaomi,Electrónica,Xiaomi,1234.76,True
1314,Producto,Rich PepsiCo,Alimentos,PepsiCo,39.45,True
1315,Producto,Attorney Goodyear,Automotriz,Goodyear,303.71,True
1316,Producto,Bank T-Fal,Hogar,T-Fal,262.32,True
1317,Producto,Past Nike,Deportes,Nike,238.48,False
1318,Producto,Anything Sony,Electrónica,Sony,1313.33,True
1319,Producto,Him Puma,Deportes,Puma,150.69,True
1320,Producto,Issue T-Fal,Hogar,T-Fal,109.75,True
1321,Producto,Last Samsung,Electrónica,Samsung,1723.83,True
1322,Producto,Miss Unilever,Alimentos,Unilever,2.47,False
1323,Producto,Better Oster,Hogar,Oster,417.06,False
1324,Producto,Traditional Adidas,Deportes,Adidas,112.63,True
1325,Producto,Pick Kellogg's,Alimentos,Kellogg's,22.82,True
1326,Producto,Including Xiaomi,Electrónica,Xiaomi,1620.47,True
1327,Producto,Section Oster,Hogar,Oster,476.7,False
1328,Producto,Evidence Oster,Hogar,Oster,321.48,False
1329,Producto,Never Castrol,Automotriz,Castrol,727.38,True
